AverageTemperature,City,Country,Year,Month
26.403,0.0,1.0,1897.0,9.0
27.289,0.0,1.0,1897.0,10.0
27.263,0.0,1.0,1897.0,11.0
26.057,0.0,1.0,1897.0,12.0
24.923,0.0,1.0,1898.0,1.0
23.461,0.0,1.0,1898.0,2.0
24.421,0.0,1.0,1898.0,3.0
23.973,0.0,1.0,1898.0,4.0
26.022,0.0,1.0,1898.0,5.0
26.67,0.0,1.0,1898.0,6.0
26.719,0.0,1.0,1898.0,7.0
26.745,0.0,1.0,1898.0,8.0
26.704,0.0,1.0,1898.0,9.0
25.993,0.0,1.0,1898.0,10.0
26.667,0.0,1.0,1898.0,11.0
25.27,0.0,1.0,1898.0,12.0
24.177,0.0,1.0,1899.0,1.0
23.551,0.0,1.0,1899.0,2.0
24.243,0.0,1.0,1899.0,3.0
24.057,0.0,1.0,1899.0,4.0
26.299,0.0,1.0,1899.0,5.0
26.009,0.0,1.0,1899.0,6.0
27.182,0.0,1.0,1899.0,7.0
27.221,0.0,1.0,1899.0,8.0
26.575,0.0,1.0,1899.0,9.0
26.816,0.0,1.0,1899.0,10.0
26.255,0.0,1.0,1899.0,11.0
25.393,0.0,1.0,1899.0,12.0
24.917,0.0,1.0,1900.0,1.0
24.924,0.0,1.0,1900.0,2.0
24.182,0.0,1.0,1900.0,3.0
24.415,0.0,1.0,1900.0,4.0
25.975,0.0,1.0,1900.0,5.0
28.106,0.0,1.0,1900.0,6.0
27.112,0.0,1.0,1900.0,7.0
27.189,0.0,1.0,1900.0,8.0
27.148,0.0,1.0,1900.0,9.0
27.268,0.0,1.0,1900.0,10.0
26.736,0.0,1.0,1900.0,11.0
24.997,0.0,1.0,1900.0,12.0
25.005,0.0,1.0,1901.0,1.0
24.252,0.0,1.0,1901.0,2.0
24.003,0.0,1.0,1901.0,3.0
24.05,0.0,1.0,1901.0,4.0
26.354,0.0,1.0,1901.0,5.0
27.916,0.0,1.0,1901.0,6.0
27.227,0.0,1.0,1901.0,7.0
27.173,0.0,1.0,1901.0,8.0
27.058,0.0,1.0,1901.0,9.0
26.288,0.0,1.0,1901.0,10.0
26.113,0.0,1.0,1901.0,11.0
24.676,0.0,1.0,1901.0,12.0
24.23,0.0,1.0,1902.0,1.0
24.24,0.0,1.0,1902.0,2.0
23.773,0.0,1.0,1902.0,3.0
25.105,0.0,1.0,1902.0,4.0
26.235,0.0,1.0,1902.0,5.0
27.843,0.0,1.0,1902.0,6.0
26.779,0.0,1.0,1902.0,7.0
27.449,0.0,1.0,1902.0,8.0
27.081,0.0,1.0,1902.0,9.0
26.471,0.0,1.0,1902.0,10.0
26.708,0.0,1.0,1902.0,11.0
25.302,0.0,1.0,1902.0,12.0
24.218,0.0,1.0,1903.0,1.0
24.813,0.0,1.0,1903.0,2.0
24.047,0.0,1.0,1903.0,3.0
25.069,0.0,1.0,1903.0,4.0
26.154,0.0,1.0,1903.0,5.0
26.542,0.0,1.0,1903.0,6.0
27.167,0.0,1.0,1903.0,7.0
26.565,0.0,1.0,1903.0,8.0
26.66,0.0,1.0,1903.0,9.0
25.84,0.0,1.0,1903.0,10.0
25.888,0.0,1.0,1903.0,11.0
25.186,0.0,1.0,1903.0,12.0
24.57,0.0,1.0,1904.0,1.0
23.947,0.0,1.0,1904.0,2.0
23.625,0.0,1.0,1904.0,3.0
23.863,0.0,1.0,1904.0,4.0
25.04,0.0,1.0,1904.0,5.0
26.441,0.0,1.0,1904.0,6.0
26.299,0.0,1.0,1904.0,7.0
26.266,0.0,1.0,1904.0,8.0
26.575,0.0,1.0,1904.0,9.0
26.26,0.0,1.0,1904.0,10.0
25.951,0.0,1.0,1904.0,11.0
25.182,0.0,1.0,1904.0,12.0
23.952,0.0,1.0,1905.0,1.0
24.249,0.0,1.0,1905.0,2.0
22.25,0.0,1.0,1905.0,3.0
24.04,0.0,1.0,1905.0,4.0
27.107,0.0,1.0,1905.0,5.0
27.062,0.0,1.0,1905.0,6.0
27.125,0.0,1.0,1905.0,7.0
27.277,0.0,1.0,1905.0,8.0
26.683,0.0,1.0,1905.0,9.0
27.66,0.0,1.0,1905.0,10.0
28.003,0.0,1.0,1905.0,11.0
24.526,0.0,1.0,1905.0,12.0
23.477,0.0,1.0,1906.0,1.0
22.952,0.0,1.0,1906.0,2.0
24.108,0.0,1.0,1906.0,3.0
24.296,0.0,1.0,1906.0,4.0
26.515,0.0,1.0,1906.0,5.0
27.273,0.0,1.0,1906.0,6.0
27.605,0.0,1.0,1906.0,7.0
26.922,0.0,1.0,1906.0,8.0
26.897,0.0,1.0,1906.0,9.0
26.885,0.0,1.0,1906.0,10.0
26.063,0.0,1.0,1906.0,11.0
24.83,0.0,1.0,1906.0,12.0
24.796,0.0,1.0,1907.0,1.0
23.752,0.0,1.0,1907.0,2.0
23.953,0.0,1.0,1907.0,3.0
24.242,0.0,1.0,1907.0,4.0
26.005,0.0,1.0,1907.0,5.0
27.096,0.0,1.0,1907.0,6.0
27.031,0.0,1.0,1907.0,7.0
26.909,0.0,1.0,1907.0,8.0
26.754,0.0,1.0,1907.0,9.0
27.047,0.0,1.0,1907.0,10.0
27.066,0.0,1.0,1907.0,11.0
24.958,0.0,1.0,1907.0,12.0
25.053,0.0,1.0,1908.0,1.0
24.904,0.0,1.0,1908.0,2.0
25.063,0.0,1.0,1908.0,3.0
24.796,0.0,1.0,1908.0,4.0
25.628,0.0,1.0,1908.0,5.0
27.311,0.0,1.0,1908.0,6.0
26.575,0.0,1.0,1908.0,7.0
27.1,0.0,1.0,1908.0,8.0
26.771,0.0,1.0,1908.0,9.0
26.081,0.0,1.0,1908.0,10.0
25.882,0.0,1.0,1908.0,11.0
25.996,0.0,1.0,1908.0,12.0
24.291,0.0,1.0,1909.0,1.0
24.271,0.0,1.0,1909.0,2.0
25.138,0.0,1.0,1909.0,3.0
24.853,0.0,1.0,1909.0,4.0
27.053,0.0,1.0,1909.0,5.0
27.387,0.0,1.0,1909.0,6.0
27.775,0.0,1.0,1909.0,7.0
27.19,0.0,1.0,1909.0,8.0
26.056,0.0,1.0,1909.0,9.0
26.651,0.0,1.0,1909.0,10.0
26.742,0.0,1.0,1909.0,11.0
25.616,0.0,1.0,1909.0,12.0
23.873,0.0,1.0,1910.0,1.0
24.327,0.0,1.0,1910.0,2.0
22.579,0.0,1.0,1910.0,3.0
24.001,0.0,1.0,1910.0,4.0
25.321,0.0,1.0,1910.0,5.0
26.489,0.0,1.0,1910.0,6.0
26.844,0.0,1.0,1910.0,7.0
27.312,0.0,1.0,1910.0,8.0
26.451,0.0,1.0,1910.0,9.0
26.495,0.0,1.0,1910.0,10.0
26.552,0.0,1.0,1910.0,11.0
24.966,0.0,1.0,1910.0,12.0
25.034,0.0,1.0,1911.0,1.0
24.865,0.0,1.0,1911.0,2.0
24.173,0.0,1.0,1911.0,3.0
24.651,0.0,1.0,1911.0,4.0
24.789,0.0,1.0,1911.0,5.0
27.359,0.0,1.0,1911.0,6.0
26.823,0.0,1.0,1911.0,7.0
27.404,0.0,1.0,1911.0,8.0
27.434,0.0,1.0,1911.0,9.0
27.292,0.0,1.0,1911.0,10.0
27.911,0.0,1.0,1911.0,11.0
25.832,0.0,1.0,1911.0,12.0
25.122,0.0,1.0,1912.0,1.0
23.424,0.0,1.0,1912.0,2.0
25.164,0.0,1.0,1912.0,3.0
25.628,0.0,1.0,1912.0,4.0
26.32,0.0,1.0,1912.0,5.0
26.319,0.0,1.0,1912.0,6.0
26.773,0.0,1.0,1912.0,7.0
26.975,0.0,1.0,1912.0,8.0
26.59,0.0,1.0,1912.0,9.0
26.84,0.0,1.0,1912.0,10.0
25.048,0.0,1.0,1912.0,11.0
25.989,0.0,1.0,1912.0,12.0
24.918,0.0,1.0,1913.0,1.0
24.467,0.0,1.0,1913.0,2.0
24.191,0.0,1.0,1913.0,3.0
23.188,0.0,1.0,1913.0,4.0
24.847,0.0,1.0,1913.0,5.0
26.04,0.0,1.0,1913.0,6.0
26.357,0.0,1.0,1913.0,7.0
26.94,0.0,1.0,1913.0,8.0
26.811,0.0,1.0,1913.0,9.0
26.661,0.0,1.0,1913.0,10.0
26.498,0.0,1.0,1913.0,11.0
25.987,0.0,1.0,1913.0,12.0
24.702,0.0,1.0,1914.0,1.0
24.673,0.0,1.0,1914.0,2.0
23.633,0.0,1.0,1914.0,3.0
23.788,0.0,1.0,1914.0,4.0
25.01,0.0,1.0,1914.0,5.0
26.448,0.0,1.0,1914.0,6.0
27.157,0.0,1.0,1914.0,7.0
27.451,0.0,1.0,1914.0,8.0
26.493,0.0,1.0,1914.0,9.0
27.054,0.0,1.0,1914.0,10.0
26.851,0.0,1.0,1914.0,11.0
26.542,0.0,1.0,1914.0,12.0
24.669,0.0,1.0,1915.0,1.0
24.508,0.0,1.0,1915.0,2.0
23.112,0.0,1.0,1915.0,3.0
24.295,0.0,1.0,1915.0,4.0
26.97,0.0,1.0,1915.0,5.0
28.086,0.0,1.0,1915.0,6.0
27.461,0.0,1.0,1915.0,7.0
27.214,0.0,1.0,1915.0,8.0
26.551,0.0,1.0,1915.0,9.0
26.25,0.0,1.0,1915.0,10.0
26.949,0.0,1.0,1915.0,11.0
25.733,0.0,1.0,1915.0,12.0
26.036,0.0,1.0,1916.0,1.0
24.566,0.0,1.0,1916.0,2.0
24.309,0.0,1.0,1916.0,3.0
24.036,0.0,1.0,1916.0,4.0
26.396,0.0,1.0,1916.0,5.0
27.76,0.0,1.0,1916.0,6.0
26.764,0.0,1.0,1916.0,7.0
26.321,0.0,1.0,1916.0,8.0
26.258,0.0,1.0,1916.0,9.0
26.545,0.0,1.0,1916.0,10.0
26.225,0.0,1.0,1916.0,11.0
26.219,0.0,1.0,1916.0,12.0
25.663,0.0,1.0,1917.0,1.0
24.762,0.0,1.0,1917.0,2.0
24.44,0.0,1.0,1917.0,3.0
24.155,0.0,1.0,1917.0,4.0
26.326,0.0,1.0,1917.0,5.0
26.944,0.0,1.0,1917.0,6.0
27.116,0.0,1.0,1917.0,7.0
27.066,0.0,1.0,1917.0,8.0
26.872,0.0,1.0,1917.0,9.0
26.515,0.0,1.0,1917.0,10.0
25.171,0.0,1.0,1917.0,11.0
25.662,0.0,1.0,1917.0,12.0
24.651,0.0,1.0,1918.0,1.0
25.149,0.0,1.0,1918.0,2.0
23.321,0.0,1.0,1918.0,3.0
24.278,0.0,1.0,1918.0,4.0
26.143,0.0,1.0,1918.0,5.0
26.517,0.0,1.0,1918.0,6.0
27.023,0.0,1.0,1918.0,7.0
26.657,0.0,1.0,1918.0,8.0
26.772,0.0,1.0,1918.0,9.0
27.473,0.0,1.0,1918.0,10.0
27.039,0.0,1.0,1918.0,11.0
26.208,0.0,1.0,1918.0,12.0
23.738,0.0,1.0,1919.0,1.0
24.996,0.0,1.0,1919.0,2.0
23.821,0.0,1.0,1919.0,3.0
24.288,0.0,1.0,1919.0,4.0
26.784,0.0,1.0,1919.0,5.0
27.37,0.0,1.0,1919.0,6.0
27.222,0.0,1.0,1919.0,7.0
27.933,0.0,1.0,1919.0,8.0
27.121,0.0,1.0,1919.0,9.0
27.804,0.0,1.0,1919.0,10.0
27.036,0.0,1.0,1919.0,11.0
26.415,0.0,1.0,1919.0,12.0
25.014,0.0,1.0,1920.0,1.0
25.508,0.0,1.0,1920.0,2.0
25.18,0.0,1.0,1920.0,3.0
25.506,0.0,1.0,1920.0,4.0
25.391,0.0,1.0,1920.0,5.0
26.408,0.0,1.0,1920.0,6.0
27.66,0.0,1.0,1920.0,7.0
27.233,0.0,1.0,1920.0,8.0
27.12,0.0,1.0,1920.0,9.0
26.804,0.0,1.0,1920.0,10.0
26.877,0.0,1.0,1920.0,11.0
25.868,0.0,1.0,1920.0,12.0
24.753,0.0,1.0,1921.0,1.0
24.046,0.0,1.0,1921.0,2.0
24.468,0.0,1.0,1921.0,3.0
25.092,0.0,1.0,1921.0,4.0
26.02,0.0,1.0,1921.0,5.0
27.699,0.0,1.0,1921.0,6.0
27.169,0.0,1.0,1921.0,7.0
27.292,0.0,1.0,1921.0,8.0
26.856,0.0,1.0,1921.0,9.0
26.658,0.0,1.0,1921.0,10.0
26.94,0.0,1.0,1921.0,11.0
26.399,0.0,1.0,1921.0,12.0
25.516,0.0,1.0,1922.0,1.0
25.335,0.0,1.0,1922.0,2.0
25.042,0.0,1.0,1922.0,3.0
25.345,0.0,1.0,1922.0,4.0
26.812,0.0,1.0,1922.0,5.0
26.814,0.0,1.0,1922.0,6.0
27.74,0.0,1.0,1922.0,7.0
27.313,0.0,1.0,1922.0,8.0
26.808,0.0,1.0,1922.0,9.0
26.402,0.0,1.0,1922.0,10.0
27.036,0.0,1.0,1922.0,11.0
26.143,0.0,1.0,1922.0,12.0
25.392,0.0,1.0,1923.0,1.0
24.678,0.0,1.0,1923.0,2.0
24.487,0.0,1.0,1923.0,3.0
24.89,0.0,1.0,1923.0,4.0
26.775,0.0,1.0,1923.0,5.0
27.076,0.0,1.0,1923.0,6.0
27.287,0.0,1.0,1923.0,7.0
27.614,0.0,1.0,1923.0,8.0
27.679,0.0,1.0,1923.0,9.0
26.288,0.0,1.0,1923.0,10.0
26.96,0.0,1.0,1923.0,11.0
26.362,0.0,1.0,1923.0,12.0
25.296,0.0,1.0,1924.0,1.0
24.537,0.0,1.0,1924.0,2.0
24.759,0.0,1.0,1924.0,3.0
25.205,0.0,1.0,1924.0,4.0
26.054,0.0,1.0,1924.0,5.0
26.592,0.0,1.0,1924.0,6.0
27.458,0.0,1.0,1924.0,7.0
27.462,0.0,1.0,1924.0,8.0
26.581,0.0,1.0,1924.0,9.0
26.554,0.0,1.0,1924.0,10.0
25.924,0.0,1.0,1924.0,11.0
26.037,0.0,1.0,1924.0,12.0
24.771,0.0,1.0,1925.0,1.0
24.338,0.0,1.0,1925.0,2.0
24.148,0.0,1.0,1925.0,3.0
24.965,0.0,1.0,1925.0,4.0
25.823,0.0,1.0,1925.0,5.0
26.666,0.0,1.0,1925.0,6.0
27.444,0.0,1.0,1925.0,7.0
27.79,0.0,1.0,1925.0,8.0
26.922,0.0,1.0,1925.0,9.0
27.481,0.0,1.0,1925.0,10.0
26.858,0.0,1.0,1925.0,11.0
24.661,0.0,1.0,1925.0,12.0
24.801,0.0,1.0,1926.0,1.0
24.315,0.0,1.0,1926.0,2.0
25.099,0.0,1.0,1926.0,3.0
24.284,0.0,1.0,1926.0,4.0
26.093,0.0,1.0,1926.0,5.0
27.482,0.0,1.0,1926.0,6.0
27.605,0.0,1.0,1926.0,7.0
27.582,0.0,1.0,1926.0,8.0
26.712,0.0,1.0,1926.0,9.0
27.296,0.0,1.0,1926.0,10.0
26.484,0.0,1.0,1926.0,11.0
26.033,0.0,1.0,1926.0,12.0
24.39,0.0,1.0,1927.0,1.0
24.358,0.0,1.0,1927.0,2.0
24.393,0.0,1.0,1927.0,3.0
24.507,0.0,1.0,1927.0,4.0
26.951,0.0,1.0,1927.0,5.0
26.653,0.0,1.0,1927.0,6.0
27.517,0.0,1.0,1927.0,7.0
27.394,0.0,1.0,1927.0,8.0
26.338,0.0,1.0,1927.0,9.0
26.686,0.0,1.0,1927.0,10.0
26.441,0.0,1.0,1927.0,11.0
26.085,0.0,1.0,1927.0,12.0
25.095,0.0,1.0,1928.0,1.0
25.194,0.0,1.0,1928.0,2.0
24.273,0.0,1.0,1928.0,3.0
25.011,0.0,1.0,1928.0,4.0
26.402,0.0,1.0,1928.0,5.0
27.705,0.0,1.0,1928.0,6.0
27.695,0.0,1.0,1928.0,7.0
27.87,0.0,1.0,1928.0,8.0
26.943,0.0,1.0,1928.0,9.0
27.285,0.0,1.0,1928.0,10.0
26.566,0.0,1.0,1928.0,11.0
26.082,0.0,1.0,1928.0,12.0
24.883,0.0,1.0,1929.0,1.0
24.713,0.0,1.0,1929.0,2.0
23.901,0.0,1.0,1929.0,3.0
24.929,0.0,1.0,1929.0,4.0
26.383,0.0,1.0,1929.0,5.0
27.201,0.0,1.0,1929.0,6.0
27.257,0.0,1.0,1929.0,7.0
27.078,0.0,1.0,1929.0,8.0
27.024,0.0,1.0,1929.0,9.0
26.647,0.0,1.0,1929.0,10.0
27.883,0.0,1.0,1929.0,11.0
26.745,0.0,1.0,1929.0,12.0
26.448,0.0,1.0,1930.0,1.0
25.006,0.0,1.0,1930.0,2.0
24.849,0.0,1.0,1930.0,3.0
23.878,0.0,1.0,1930.0,4.0
26.701,0.0,1.0,1930.0,5.0
27.11,0.0,1.0,1930.0,6.0
27.46,0.0,1.0,1930.0,7.0
27.73,0.0,1.0,1930.0,8.0
27.821,0.0,1.0,1930.0,9.0
27.16,0.0,1.0,1930.0,10.0
26.75,0.0,1.0,1930.0,11.0
26.629,0.0,1.0,1930.0,12.0
25.302,0.0,1.0,1931.0,1.0
24.813,0.0,1.0,1931.0,2.0
24.778,0.0,1.0,1931.0,3.0
24.524,0.0,1.0,1931.0,4.0
25.916,0.0,1.0,1931.0,5.0
27.122,0.0,1.0,1931.0,6.0
27.073,0.0,1.0,1931.0,7.0
27.507,0.0,1.0,1931.0,8.0
26.224,0.0,1.0,1931.0,9.0
27.112,0.0,1.0,1931.0,10.0
26.33,0.0,1.0,1931.0,11.0
26.397,0.0,1.0,1931.0,12.0
25.093,0.0,1.0,1932.0,1.0
25.037,0.0,1.0,1932.0,2.0
23.888,0.0,1.0,1932.0,3.0
24.284,0.0,1.0,1932.0,4.0
26.715,0.0,1.0,1932.0,5.0
27.904,0.0,1.0,1932.0,6.0
27.476,0.0,1.0,1932.0,7.0
27.638,0.0,1.0,1932.0,8.0
27.409,0.0,1.0,1932.0,9.0
26.899,0.0,1.0,1932.0,10.0
25.563,0.0,1.0,1932.0,11.0
26.135,0.0,1.0,1932.0,12.0
25.406,0.0,1.0,1933.0,1.0
25.767,0.0,1.0,1933.0,2.0
25.071,0.0,1.0,1933.0,3.0
25.785,0.0,1.0,1933.0,4.0
27.364,0.0,1.0,1933.0,5.0
28.207,0.0,1.0,1933.0,6.0
28.195,0.0,1.0,1933.0,7.0
27.2,0.0,1.0,1933.0,8.0
26.599,0.0,1.0,1933.0,9.0
26.374,0.0,1.0,1933.0,10.0
26.168,0.0,1.0,1933.0,11.0
25.445,0.0,1.0,1933.0,12.0
25.671,0.0,1.0,1934.0,1.0
25.286,0.0,1.0,1934.0,2.0
23.299,0.0,1.0,1934.0,3.0
23.889,0.0,1.0,1934.0,4.0
25.541,0.0,1.0,1934.0,5.0
27.485,0.0,1.0,1934.0,6.0
27.851,0.0,1.0,1934.0,7.0
27.594,0.0,1.0,1934.0,8.0
26.91,0.0,1.0,1934.0,9.0
26.618,0.0,1.0,1934.0,10.0
26.273,0.0,1.0,1934.0,11.0
26.64,0.0,1.0,1934.0,12.0
24.592,0.0,1.0,1935.0,1.0
23.013,0.0,1.0,1935.0,2.0
23.859,0.0,1.0,1935.0,3.0
24.257,0.0,1.0,1935.0,4.0
26.251,0.0,1.0,1935.0,5.0
26.31,0.0,1.0,1935.0,6.0
27.351,0.0,1.0,1935.0,7.0
26.978,0.0,1.0,1935.0,8.0
27.025,0.0,1.0,1935.0,9.0
26.885,0.0,1.0,1935.0,10.0
27.042,0.0,1.0,1935.0,11.0
26.067,0.0,1.0,1935.0,12.0
26.108,0.0,1.0,1936.0,1.0
25.102,0.0,1.0,1936.0,2.0
24.955,0.0,1.0,1936.0,3.0
24.647,0.0,1.0,1936.0,4.0
25.807,0.0,1.0,1936.0,5.0
28.183,0.0,1.0,1936.0,6.0
27.386,0.0,1.0,1936.0,7.0
27.691,0.0,1.0,1936.0,8.0
26.915,0.0,1.0,1936.0,9.0
27.048,0.0,1.0,1936.0,10.0
27.271,0.0,1.0,1936.0,11.0
26.178,0.0,1.0,1936.0,12.0
26.89,0.0,1.0,1937.0,1.0
25.838,0.0,1.0,1937.0,2.0
25.052,0.0,1.0,1937.0,3.0
24.853,0.0,1.0,1937.0,4.0
26.139,0.0,1.0,1937.0,5.0
26.848,0.0,1.0,1937.0,6.0
27.349,0.0,1.0,1937.0,7.0
27.729,0.0,1.0,1937.0,8.0
27.251,0.0,1.0,1937.0,9.0
27.335,0.0,1.0,1937.0,10.0
26.962,0.0,1.0,1937.0,11.0
26.167,0.0,1.0,1937.0,12.0
25.171,0.0,1.0,1938.0,1.0
24.819,0.0,1.0,1938.0,2.0
24.804,0.0,1.0,1938.0,3.0
24.36,0.0,1.0,1938.0,4.0
26.135,0.0,1.0,1938.0,5.0
26.887,0.0,1.0,1938.0,6.0
27.108,0.0,1.0,1938.0,7.0
27.74,0.0,1.0,1938.0,8.0
27.007,0.0,1.0,1938.0,9.0
26.67,0.0,1.0,1938.0,10.0
27.145,0.0,1.0,1938.0,11.0
25.302,0.0,1.0,1938.0,12.0
25.188,0.0,1.0,1939.0,1.0
24.74,0.0,1.0,1939.0,2.0
24.157,0.0,1.0,1939.0,3.0
24.447,0.0,1.0,1939.0,4.0
25.996,0.0,1.0,1939.0,5.0
26.953,0.0,1.0,1939.0,6.0
27.404,0.0,1.0,1939.0,7.0
27.557,0.0,1.0,1939.0,8.0
26.885,0.0,1.0,1939.0,9.0
27.328,0.0,1.0,1939.0,10.0
26.128,0.0,1.0,1939.0,11.0
25.91,0.0,1.0,1939.0,12.0
24.688,0.0,1.0,1940.0,1.0
24.87,0.0,1.0,1940.0,2.0
24.09,0.0,1.0,1940.0,3.0
25.177,0.0,1.0,1940.0,4.0
26.719,0.0,1.0,1940.0,5.0
27.948,0.0,1.0,1940.0,6.0
28.259,0.0,1.0,1940.0,7.0
28.12,0.0,1.0,1940.0,8.0
27.637,0.0,1.0,1940.0,9.0
28.128,0.0,1.0,1940.0,10.0
27.458,0.0,1.0,1940.0,11.0
26.107,0.0,1.0,1940.0,12.0
25.357,0.0,1.0,1941.0,1.0
25.077,0.0,1.0,1941.0,2.0
24.871,0.0,1.0,1941.0,3.0
25.817,0.0,1.0,1941.0,4.0
26.787,0.0,1.0,1941.0,5.0
27.914,0.0,1.0,1941.0,6.0
28.018,0.0,1.0,1941.0,7.0
28.342,0.0,1.0,1941.0,8.0
27.183,0.0,1.0,1941.0,9.0
27.392,0.0,1.0,1941.0,10.0
27.129,0.0,1.0,1941.0,11.0
26.813,0.0,1.0,1941.0,12.0
25.333,0.0,1.0,1942.0,1.0
25.981,0.0,1.0,1942.0,2.0
24.675,0.0,1.0,1942.0,3.0
25.112,0.0,1.0,1942.0,4.0
27.478,0.0,1.0,1942.0,5.0
27.814,0.0,1.0,1942.0,6.0
27.926,0.0,1.0,1942.0,7.0
27.202,0.0,1.0,1942.0,8.0
26.82,0.0,1.0,1942.0,9.0
27.36,0.0,1.0,1942.0,10.0
27.017,0.0,1.0,1942.0,11.0
26.176,0.0,1.0,1942.0,12.0
25.436,0.0,1.0,1943.0,1.0
24.432,0.0,1.0,1943.0,2.0
24.006,0.0,1.0,1943.0,3.0
25.061,0.0,1.0,1943.0,4.0
26.914,0.0,1.0,1943.0,5.0
26.873,0.0,1.0,1943.0,6.0
28.233,0.0,1.0,1943.0,7.0
27.445,0.0,1.0,1943.0,8.0
27.595,0.0,1.0,1943.0,9.0
26.873,0.0,1.0,1943.0,10.0
26.154,0.0,1.0,1943.0,11.0
25.766,0.0,1.0,1943.0,12.0
25.162,0.0,1.0,1944.0,1.0
25.302,0.0,1.0,1944.0,2.0
24.369,0.0,1.0,1944.0,3.0
24.795,0.0,1.0,1944.0,4.0
26.745,0.0,1.0,1944.0,5.0
27.978,0.0,1.0,1944.0,6.0
28.277,0.0,1.0,1944.0,7.0
27.794,0.0,1.0,1944.0,8.0
27.12,0.0,1.0,1944.0,9.0
26.315,0.0,1.0,1944.0,10.0
27.645,0.0,1.0,1944.0,11.0
25.917,0.0,1.0,1944.0,12.0
25.683,0.0,1.0,1945.0,1.0
25.18,0.0,1.0,1945.0,2.0
24.568,0.0,1.0,1945.0,3.0
24.87,0.0,1.0,1945.0,4.0
26.658,0.0,1.0,1945.0,5.0
28.784,0.0,1.0,1945.0,6.0
28.47,0.0,1.0,1945.0,7.0
27.837,0.0,1.0,1945.0,8.0
27.769,0.0,1.0,1945.0,9.0
26.699,0.0,1.0,1945.0,10.0
26.887,0.0,1.0,1945.0,11.0
26.608,0.0,1.0,1945.0,12.0
25.358,0.0,1.0,1946.0,1.0
25.726,0.0,1.0,1946.0,2.0
25.345,0.0,1.0,1946.0,3.0
25.316,0.0,1.0,1946.0,4.0
27.491,0.0,1.0,1946.0,5.0
27.676,0.0,1.0,1946.0,6.0
28.178,0.0,1.0,1946.0,7.0
27.947,0.0,1.0,1946.0,8.0
28.028,0.0,1.0,1946.0,9.0
27.258,0.0,1.0,1946.0,10.0
27.452,0.0,1.0,1946.0,11.0
26.224,0.0,1.0,1946.0,12.0
26.13,0.0,1.0,1947.0,1.0
25.63,0.0,1.0,1947.0,2.0
25.316,0.0,1.0,1947.0,3.0
25.421,0.0,1.0,1947.0,4.0
26.163,0.0,1.0,1947.0,5.0
27.759,0.0,1.0,1947.0,6.0
28.295,0.0,1.0,1947.0,7.0
27.54,0.0,1.0,1947.0,8.0
27.067,0.0,1.0,1947.0,9.0
27.682,0.0,1.0,1947.0,10.0
27.196,0.0,1.0,1947.0,11.0
25.803,0.0,1.0,1947.0,12.0
25.181,0.0,1.0,1948.0,1.0
26.3,0.0,1.0,1948.0,2.0
25.684,0.0,1.0,1948.0,3.0
25.254,0.0,1.0,1948.0,4.0
27.198,0.0,1.0,1948.0,5.0
27.924,0.0,1.0,1948.0,6.0
27.878,0.0,1.0,1948.0,7.0
28.136,0.0,1.0,1948.0,8.0
27.396,0.0,1.0,1948.0,9.0
27.486,0.0,1.0,1948.0,10.0
28.21,0.0,1.0,1948.0,11.0
27.266,0.0,1.0,1948.0,12.0
25.587,0.0,1.0,1949.0,1.0
25.667,0.0,1.0,1949.0,2.0
25.475,0.0,1.0,1949.0,3.0
24.599,0.0,1.0,1949.0,4.0
27.008,0.0,1.0,1949.0,5.0
27.449,0.0,1.0,1949.0,6.0
27.962,0.0,1.0,1949.0,7.0
28.361,0.0,1.0,1949.0,8.0
27.473,0.0,1.0,1949.0,9.0
27.563,0.0,1.0,1949.0,10.0
25.989,0.0,1.0,1949.0,11.0
26.137,0.0,1.0,1949.0,12.0
25.87,0.0,1.0,1950.0,1.0
25.137,0.0,1.0,1950.0,2.0
24.953,0.0,1.0,1950.0,3.0
24.797,0.0,1.0,1950.0,4.0
26.887,0.0,1.0,1950.0,5.0
27.433,0.0,1.0,1950.0,6.0
27.149,0.0,1.0,1950.0,7.0
28.022,0.0,1.0,1950.0,8.0
27.284,0.0,1.0,1950.0,9.0
26.514,0.0,1.0,1950.0,10.0
26.615,0.0,1.0,1950.0,11.0
24.803,0.0,1.0,1950.0,12.0
24.746,0.0,1.0,1951.0,1.0
24.664,0.0,1.0,1951.0,2.0
24.815,0.0,1.0,1951.0,3.0
25.422,0.0,1.0,1951.0,4.0
26.763,0.0,1.0,1951.0,5.0
27.917,0.0,1.0,1951.0,6.0
27.729,0.0,1.0,1951.0,7.0
28.143,0.0,1.0,1951.0,8.0
27.209,0.0,1.0,1951.0,9.0
27.918,0.0,1.0,1951.0,10.0
28.102,0.0,1.0,1951.0,11.0
27.318,0.0,1.0,1951.0,12.0
26.594,0.0,1.0,1952.0,1.0
25.855,0.0,1.0,1952.0,2.0
25.576,0.0,1.0,1952.0,3.0
26.156,0.0,1.0,1952.0,4.0
26.937,0.0,1.0,1952.0,5.0
26.874,0.0,1.0,1952.0,6.0
27.691,0.0,1.0,1952.0,7.0
27.902,0.0,1.0,1952.0,8.0
26.834,0.0,1.0,1952.0,9.0
26.159,0.0,1.0,1952.0,10.0
27.262,0.0,1.0,1952.0,11.0
25.769,0.0,1.0,1952.0,12.0
24.577,0.0,1.0,1953.0,1.0
